lsoa11,Gender,Age,n
E01028628,Female (including trans woman),58,2
E01028628,Female (including trans woman),59,1
E01028628,Female (including trans woman),60,1
E01028628,Female (including trans woman),63,1
E01028628,Female (including trans woman),68,1
E01028628,Female (including trans woman),69,1
E01028628,Female (including trans woman),71,1
E01028628,Female (including trans woman),77,2
E01028628,Female (including trans woman),78,1
E01028628,Female (including trans woman),79,2
E01028628,Female (including trans woman),81,2
E01028628,Female (including trans woman),82,1
E01028628,Female (including trans woman),83,1
E01028628,Female (including trans woman),85,2
E01028628,Female (including trans woman),88,1
E01028628,Other (not listed),71,1
E01028628,Not known or not stated,74,1
E01028629,Male (including trans man),12,1
E01028629,Male (including trans man),15,1
E01028629,Male (including trans man),17,1
E01028629,Male (including trans man),23,2
E01028629,Male (including trans man),30,1
E01028629,Male (including trans man),31,1
E01028629,Male (including trans man),35,2
E01028629,Male (including trans man),37,1
E01028629,Male (including trans man),44,1
E01028629,Male (including trans man),47,1
E01028629,Male (including trans man),53,1
E01028629,Male (including trans man),62,1
E01028629,Male (including trans man),67,1
E01028629,Male (including trans man),70,1
E01028629,Male (including trans man),72,1
E01028629,Male (including trans man),73,1
E01028629,Male (including trans man),80,1
E01028629,Male (including trans man),89,1
E01028629,Female (including trans woman),14,1
E01028629,Female (including trans woman),20,1
E01028629,Female (including trans woman),26,2
E01028629,Female (including trans woman),31,1
E01028629,Female (including trans woman),44,1
E01028629,Female (including trans woman),47,1
E01028629,Female (including trans woman),57,1
E01028629,Female (including trans woman),64,1
E01028629,Female (including trans woman),70,1
E01028629,Female (including trans woman),72,1
E01028629,Female (including trans woman),73,1
E01028629,Female (including trans woman),85,1
E01028629,Non-binary,41,1
E01028629,Non-binary,75,1
E01028629,Other (not listed),69,1
E01028629,Not known or not stated,33,1
E01028629,Not known or not stated,59,1
E01028630,Male (including trans man),13,1
E01028630,Male (including trans man),15,3
E01028630,Male (including trans man),20,1
E01028630,Male (including trans man),22,1
E01028630,Male (including trans man),27,1
E01028630,Male (including trans man),30,2
E01028630,Male (including trans man),33,1
E01028630,Male (including trans man),37,1
E01028630,Male (including trans man),38,1
E01028630,Male (including trans man),40,1
E01028630,Male (including trans man),45,1
E01028630,Male (including trans man),48,1
E01028630,Male (including trans man),51,1
E01028630,Male (including trans man),57,1
E01028630,Male (including trans man),62,1
E01028630,Male (including trans man),66,2
E01028630,Male (including trans man),69,1
E01028630,Male (including trans man),73,2
E01028630,Male (including trans man),75,1
E01028630,Male (including trans man),81,1
E01028630,Male (including trans man),82,1
E01028630,Male (including trans man),84,2
E01028630,Male (including trans man),85,2
E01028630,Male (including trans man),87,1
E01028630,Male (including trans man),89,2
E01028630,Female (including trans woman),14,1
E01028630,Female (including trans woman),19,1
E01028630,Female (including trans woman),25,1
E01028630,Female (including trans woman),29,2
E01028630,Female (including trans woman),33,1
E01028630,Female (including trans woman),36,1
E01028630,Female (including trans woman),37,1
E01028630,Female (including trans woman),38,1
E01028630,Female (including trans woman),42,1
E01028630,Female (including trans woman),43,1
E01028630,Female (including trans woman),49,1
E01028630,Female (including trans woman),60,1
E01028630,Female (including trans woman),63,1
E01028630,Female (including trans woman),66,1
E01028630,Female (including trans woman),70,1
E01028630,Female (including trans woman),71,2
E01028630,Female (including trans woman),75,1
E01028630,Female (including trans woman),79,1
E01028630,Female (including trans woman),82,1
E01028630,Female (including trans woman),84,1
E01028630,Female (including trans woman),85,1
E01028630,Female (including trans woman),88,1
E01028630,Non-binary,48,1
E01028630,Non-binary,60,1
E01028630,Other (not listed),57,1
E01028630,Not known or not stated,82,1
E01028631,Male (including trans man),17,1
E01028631,Male (including trans man),18,2
E01028631,Male (including trans man),19,1
E01028631,Male (including trans man),21,1
E01028631,Male (including trans man),22,1
E01028631,Male (including trans man),23,3
E01028631,Male (including trans man),26,1
E01028631,Male (including trans man),27,1
E01028631,Male (including trans man),28,1
E01028631,Male (including trans man),30,1
E01028631,Male (including trans man),31,2
E01028631,Male (including trans man),34,1
E01028631,Male (including trans man),35,3
E01028631,Male (including trans man),37,2
E01028631,Male (including trans man),38,1
E01028631,Male (including trans man),45,1
E01028631,Male (including trans man),46,2
E01028631,Male (including trans man),50,1
E01028631,Male (including trans man),51,2
E01028631,Male (including trans man),52,1
E01028631,Male (including trans man),53,1
E01028631,Male (including trans man),55,2
E01028631,Male (including trans man),56,2
E01028631,Male (including trans man),59,1
E01028631,Male (including trans man),63,1
E01028631,Male (including trans man),64,1
E01028631,Male (including trans man),66,1
E01028631,Male (including trans man),68,2
E01028631,Male (including trans man),72,1
E01028631,Male (including trans man),73,1
E01028631,Male (including trans man),78,2
E01028631,Male (including trans man),79,1
E01028631,Male (including trans man),80,2
E01028631,Male (including trans man),81,1
E01028631,Female (including trans woman),18,1
E01028631,Female (including trans woman),19,1
E01028631,Female (including trans woman),20,1
E01028631,Female (including trans woman),23,2
E01028631,Female (including trans woman),28,1
E01028631,Female (including trans woman),34,3
E01028631,Female (including trans woman),38,3
E01028631,Female (including trans woman),42,1
E01028631,Female (including trans woman),43,2
E01028631,Female (including trans woman),48,1
E01028631,Female (including trans woman),49,2
E01028631,Female (including trans woman),50,1
E01028631,Female (including trans woman),52,2
E01028631,Female (including trans woman),54,1
E01028631,Female (including trans woman),55,1
E01028631,Female (including trans woman),56,1
E01028631,Female (including trans woman),60,1
E01028631,Female (including trans woman),62,1
E01028631,Female (including trans woman),65,2
E01028631,Female (including trans woman),67,1
E01028631,Female (including trans woman),68,1
E01028631,Female (including trans woman),71,2
E01028631,Female (including trans woman),72,1
E01028631,Female (including trans woman),74,1
E01028631,Female (including trans woman),75,1
E01028631,Female (including trans woman),80,1
E01028631,Female (including trans woman),82,1
E01028631,Female (including trans woman),83,1
E01028631,Female (including trans woman),85,1
E01028631,Female (including trans woman),89,1
E01028631,Non-binary,30,1
E01028631,Non-binary,50,1
E01028631,Other (not listed),55,1
E01028631,Other (not listed),82,1
E01028631,Not known or not stated,65,1
E01028631,Not known or not stated,78,1
E01028632,Male (including trans man),12,1
E01028632,Male (including trans man),13,2
E01028632,Male (including trans man),14,1
E01028632,Male (including trans man),15,1
E01028632,Male (including trans man),17,2
E01028632,Male (including trans man),20,2
E01028632,Male (including trans man),24,2
E01028632,Male (including trans man),25,2
E01028632,Male (including trans man),27,1
E01028632,Male (including trans man),28,1
E01028632,Male (including trans man),30,2
E01028632,Male (including trans man),31,1
E01028632,Male (including trans man),33,1
E01028632,Male (including trans man),36,1
E01028632,Male (including trans man),41,1
E01028632,Male (including trans man),45,1
E01028632,Male (including trans man),46,1
E01028632,Male (including trans man),48,1
E01028632,Male (including trans man),52,2
E01028632,Male (including trans man),54,1
E01028632,Male (including trans man),56,1
E01028632,Male (including trans man),58,1
E01028632,Male (including trans man),64,1
E01028632,Male (including trans man),68,1
E01028632,Male (including trans man),70,2
E01028632,Male (including trans man),71,2
E01028632,Male (including trans man),73,1
E01028632,Male (including trans man),74,1
E01028632,Male (including trans man),75,1
E01028632,Male (including trans man),80,1
E01028632,Male (including trans man),83,2
E01028632,Male (including trans man),84,1
E01028632,Male (including trans man),85,1
E01028632,Male (including trans man),86,1
E01028632,Male (including trans man),87,1
E01028632,Male (including trans man),89,2
E01028632,Female (including trans woman),18,1
E01028632,Female (including trans woman),28,1
E01028632,Female (including trans woman),31,1
E01028632,Female (including trans woman),32,1
E01028632,Female (including trans woman),33,1
E01028632,Female (including trans woman),36,1
E01028632,Female (including trans woman),39,1
E01028632,Female (including trans woman),43,1
E01028632,Female (including trans woman),49,1
E01028632,Female (including trans woman),55,1
E01028632,Female (including trans woman),58,2
E01028632,Female (including trans woman),60,1
E01028632,Female (including trans woman),61,1
E01028632,Female (including trans woman),63,1
E01028632,Female (including trans woman),65,1
E01028632,Female (including trans woman),66,1
E01028632,Female (including trans woman),67,1
E01028632,Female (including trans woman),68,1
E01028632,Female (including trans woman),71,1
E01028632,Female (including trans woman),72,1
E01028632,Female (including trans woman),74,1
E01028632,Female (including trans woman),78,1
E01028632,Female (including trans woman),82,2
E01028632,Female (including trans woman),87,1
E01028632,Female (including trans woman),88,2
E01028632,Female (including trans woman),89,1
E01028632,Non-binary,39,1
E01028633,Male (including trans man),16,2
E01028633,Male (including trans man),17,1
E01028633,Male (including trans man),18,1
E01028633,Male (including trans man),19,2
E01028633,Male (including trans man),20,2
E01028633,Male (including trans man),26,1
E01028633,Male (including trans man),29,2
E01028633,Male (including trans man),41,1
E01028633,Male (including trans man),42,1
E01028633,Male (including trans man),43,1
E01028633,Male (including trans man),47,1
E01028633,Male (including trans man),51,2
E01028633,Male (including trans man),53,1
E01028633,Male (including trans man),58,1
E01028633,Male (including trans man),61,1
E01028633,Male (including trans man),69,1
E01028633,Male (including trans man),70,1
E01028633,Male (including trans man),71,1
E01028633,Male (including trans man),74,1
E01028633,Male (including trans man),75,2
E01028633,Male (including trans man),76,1
E01028633,Male (including trans man),80,1
E01028633,Male (including trans man),82,1
E01028633,Male (including trans man),89,2
E01028633,Female (including trans woman),13,1
E01028633,Female (including trans woman),22,1
E01028633,Female (including trans woman),33,1
E01028633,Female (including trans woman),35,2
E01028633,Female (including trans woman),38,1
E01028633,Female (including trans woman),44,1
E01028633,Female (including trans woman),52,1
E01028633,Female (including trans woman),54,2
E01028633,Female (including trans woman),55,1
E01028633,Female (including trans woman),58,1
E01028633,Female (including trans woman),70,1
E01028633,Female (including trans woman),86,1
E01028633,Female (including trans woman),87,1
E01028633,Non-binary,43,1
E01028633,Non-binary,61,1
E01028634,Male (including trans man),13,2
E01028634,Male (including trans man),14,1
E01028634,Male (including trans man),16,1
E01028634,Male (including trans man),19,1
E01028634,Male (including trans man),20,1
E01028634,Male (including trans man),21,1
E01028634,Male (including trans man),26,1
E01028634,Male (including trans man),31,1
E01028634,Male (including trans man),32,1
E01028634,Male (including trans man),33,1
E01028634,Male (including trans man),34,1
E01028634,Male (including trans man),35,2
E01028634,Male (including trans man),37,1
E01028634,Male (including trans man),40,1
E01028634,Male (including trans man),44,3
E01028634,Male (including trans man),45,1
E01028634,Male (including trans man),49,3
E01028634,Male (including trans man),51,1
E01028634,Male (including trans man),52,1
E01028634,Male (including trans man),55,1
E01028634,Male (including trans man),56,2
E01028634,Male (including trans man),57,2
E01028634,Male (including trans man),60,1
E01028634,Male (including trans man),61,1
E01028634,Male (including trans man),62,1
E01028634,Male (including trans man),63,1
E01028634,Male (including trans man),66,2
E01028634,Male (including trans man),67,1
E01028634,Male (including trans man),69,2
E01028634,Male (including trans man),71,1
E01028634,Male (including trans man),72,1
E01028634,Male (including trans man),73,1
E01028634,Male (including trans man),75,1
E01028634,Male (including trans man),77,1
E01028634,Male (including trans man),79,1
E01028634,Male (including trans man),81,1
E01028634,Male (including trans man),82,1
E01028634,Male (including trans man),85,1
E01028634,Male (including trans man),86,1
E01028634,Male (including trans man),87,1
E01028634,Female (including trans woman),15,1
E01028634,Female (including trans woman),17,1
E01028634,Female (including trans woman),18,1
E01028634,Female (including trans woman),19,1
E01028634,Female (including trans woman),21,2
E01028634,Female (including trans woman),23,1
E01028634,Female (including trans woman),24,1
E01028634,Female (including trans woman),28,1
E01028634,Female (including trans woman),31,1
E01028634,Female (including trans woman),40,1
E01028634,Female (including trans woman),43,1
E01028634,Female (including trans woman),44,2
E01028634,Female (including trans woman),46,1
E01028634,Female (including trans woman),48,1
E01028634,Female (including trans woman),53,1
E01028634,Female (including trans woman),56,1
E01028634,Female (including trans woman),61,2
E01028634,Female (including trans woman),62,1
E01028634,Female (including trans woman),63,1
E01028634,Female (including trans woman),65,1
E01028634,Female (including trans woman),68,1
E01028634,Female (including trans woman),71,1
E01028634,Female (including trans woman),80,1
E01028634,Female (including trans woman),85,1
E01028634,Female (including trans woman),88,1
E01028634,Non-binary,45,1
E01028634,Non-binary,57,1
E01028634,Non-binary,71,1
E01028634,Non-binary,85,1
E01028634,Not known or not stated,14,1
E01028634,Not known or not stated,52,1
E01028635,Male (including trans man),12,1
E01028635,Male (including trans man),13,1
E01028635,Male (including trans man),15,1
E01028635,Male (including trans man),16,1
E01028635,Male (including trans man),20,1
E01028635,Male (including trans man),23,1
E01028635,Male (including trans man),24,1
E01028635,Male (including trans man),27,1
E01028635,Male (including trans man),36,1
E01028635,Male (including trans man),37,1
E01028635,Male (including trans man),39,2
E01028635,Male (including trans man),41,2
E01028635,Male (including trans man),43,1
E01028635,Male (including trans man),45,1
E01028635,Male (including trans man),46,1
E01028635,Male (including trans man),48,1
E01028635,Male (including trans man),49,1
E01028635,Male (including trans man),51,1
E01028635,Male (including trans man),53,2
E01028635,Male (including trans man),57,1
E01028635,Male (including trans man),58,1
E01028635,Male (including trans man),59,1
E01028635,Male (including trans man),61,1
E01028635,Male (including trans man),71,1
E01028635,Male (including trans man),72,1
E01028635,Male (including trans man),74,1
E01028635,Male (including trans man),79,1
E01028635,Male (including trans man),84,2
E01028635,Male (including trans man),86,3
E01028635,Female (including trans woman),14,1
E01028635,Female (including trans woman),15,1
E01028635,Female (including trans woman),18,1
E01028635,Female (including trans woman),35,1
E01028635,Female (including trans woman),39,2
E01028635,Female (including trans woman),41,1
E01028635,Female (including trans woman),43,1
E01028635,Female (including trans woman),44,1
E01028635,Female (including trans woman),47,1
E01028635,Female (including trans woman),51,2
E01028635,Female (including trans woman),52,1
E01028635,Female (including trans woman),56,1
E01028635,Female (including trans woman),61,1
E01028635,Female (including trans woman),66,1
E01028635,Female (including trans woman),67,1
E01028635,Female (including trans woman),68,2
E01028635,Female (including trans woman),72,1
E01028635,Female (including trans woman),75,1
E01028635,Female (including trans woman),81,1
E01028635,Female (including trans woman),86,1
E01028635,Female (including trans woman),87,2
E01028636,Male (including trans man),13,2
E01028636,Male (including trans man),14,1
E01028636,Male (including trans man),15,2
E01028636,Male (including trans man),17,1
E01028636,Male (including trans man),18,1
E01028636,Male (including trans man),23,2
E01028636,Male (including trans man),24,1
E01028636,Male (including trans man),25,1
E01028636,Male (including trans man),27,1
E01028636,Male (including trans man),28,1
E01028636,Male (including trans man),29,1
E01028636,Male (including trans man),35,1
E01028636,Male (including trans man),36,1
E01028636,Male (including trans man),38,1
E01028636,Male (including trans man),42,2
E01028636,Male (including trans man),43,1
E01028636,Male (including trans man),44,1
E01028636,Male (including trans man),45,1
E01028636,Male (including trans man),51,1
E01028636,Male (including trans man),59,2
E01028636,Male (including trans man),60,1
E01028636,Male (including trans man),61,3
E01028636,Male (including trans man),62,2
E01028636,Male (including trans man),64,2
E01028636,Male (including trans man),66,1
E01028636,Male (including trans man),69,1
E01028636,Male (including trans man),72,1
E01028636,Male (including trans man),73,1
E01028636,Male (including trans man),74,1
E01028636,Male (including trans man),75,2
E01028636,Male (including trans man),77,1
E01028636,Male (including trans man),80,2
E01028636,Male (including trans man),84,1
E01028636,Male (including trans man),85,1
E01028636,Male (including trans man),89,1
E01028636,Female (including trans woman),25,1
E01028636,Female (including trans woman),30,1
E01028636,Female (including trans woman),32,1
E01028636,Female (including trans woman),34,1
E01028636,Female (including trans woman),36,1
E01028636,Female (including trans woman),39,1
E01028636,Female (including trans woman),44,1
E01028636,Female (including trans woman),45,1
E01028636,Female (including trans woman),51,1
E01028636,Female (including trans woman),60,1
E01028636,Female (including trans woman),65,1
E01028636,Female (including trans woman),67,1
E01028636,Female (including trans woman),69,1
E01028636,Female (including trans woman),84,1
E01028636,Female (including trans woman),85,1
E01028636,Non-binary,77,1
E01028637,Male (including trans man),16,1
E01028637,Male (including trans man),19,1
E01028637,Male (including trans man),21,2
E01028637,Male (including trans man),27,1
E01028637,Male (including trans man),33,1
E01028637,Male (including trans man),34,1
E01028637,Male (including trans man),35,2
E01028637,Male (including trans man),37,1
E01028637,Male (including trans man),41,2
E01028637,Male (including trans man),43,1
E01028637,Male (including trans man),45,1
E01028637,Male (including trans man),46,1
E01028637,Male (including trans man),47,2
E01028637,Male (including trans man),48,1
E01028637,Male (including trans man),50,1
E01028637,Male (including trans man),54,1
E01028637,Male (including trans man),56,2
E01028637,Male (including trans man),57,1
E01028637,Male (including trans man),60,1
E01028637,Male (including trans man),63,1
E01028637,Male (including trans man),64,1
E01028637,Male (including trans man),67,1
E01028637,Male (including trans man),68,2
E01028637,Male (including trans man),69,1
E01028637,Male (including trans man),70,1
E01028637,Male (including trans man),72,2
E01028637,Male (including trans man),76,1
E01028637,Male (including trans man),80,1
E01028637,Male (including trans man),86,2
E01028637,Male (including trans man),88,1
E01028637,Male (including trans man),89,3
E01028637,Female (including trans woman),15,1
E01028637,Female (including trans woman),16,2
E01028637,Female (including trans woman),20,1
E01028637,Female (including trans woman),21,1
E01028637,Female (including trans woman),27,3
E01028637,Female (including trans woman),29,1
E01028637,Female (including trans woman),32,1
E01028637,Female (including trans woman),42,1
E01028637,Female (including trans woman),45,1
E01028637,Female (including trans woman),47,1
E01028637,Female (including trans woman),50,1
E01028637,Female (including trans woman),54,1
E01028637,Female (including trans woman),56,1
E01028637,Female (including trans woman),58,1
E01028637,Female (including trans woman),60,1
E01028637,Female (including trans woman),62,1
E01028637,Female (including trans woman),63,2
E01028637,Female (including trans woman),68,3
E01028637,Female (including trans woman),72,1
E01028637,Female (including trans woman),73,1
E01028637,Female (including trans woman),74,1
E01028637,Female (including trans woman),76,1
E01028637,Female (including trans woman),88,1
E01028637,Non-binary,28,1
E01028638,Male (including trans man),12,4
E01028638,Male (including trans man),13,3
E01028638,Male (including trans man),14,1
E01028638,Male (including trans man),15,2
E01028638,Male (including trans man),16,3
E01028638,Male (including trans man),17,3
E01028638,Male (including trans man),18,2
E01028638,Male (including trans man),19,2
E01028638,Male (including trans man),20,1
E01028638,Male (including trans man),21,2
E01028638,Male (including trans man),22,4
E01028638,Male (including trans man),23,2
E01028638,Male (including trans man),24,2
E01028638,Male (including trans man),25,3
E01028638,Male (including trans man),26,2
E01028638,Male (including trans man),27,1
E01028638,Male (including trans man),28,3
E01028638,Male (including trans man),29,1
E01028638,Male (including trans man),30,3
E01028638,Male (including trans man),31,2
E01028638,Male (including trans man),32,1
E01028638,Male (including trans man),33,1
E01028638,Male (including trans man),34,2
E01028638,Male (including trans man),35,2
E01028638,Male (including trans man),36,1
E01028638,Male (including trans man),37,4
E01028638,Male (including trans man),38,3
E01028638,Male (including trans man),39,1
E01028638,Male (including trans man),40,2
E01028638,Male (including trans man),41,1
E01028638,Male (including trans man),42,4
E01028638,Male (including trans man),43,3
E01028638,Male (including trans man),44,1
E01028638,Male (including trans man),45,1
E01028638,Male (including trans man),46,1
E01028638,Male (including trans man),47,3
E01028638,Male (including trans man),48,4
E01028638,Male (including trans man),49,1
E01028638,Male (including trans man),50,2
E01028638,Male (including trans man),52,1
E01028638,Male (including trans man),53,2
E01028638,Male (including trans man),54,2
E01028638,Male (including trans man),55,4
E01028638,Male (including trans man),56,2
E01028638,Male (including trans man),57,2
E01028638,Male (including trans man),59,2
E01028638,Male (including trans man),60,1
E01028638,Male (including trans man),61,2
E01028638,Male (including trans man),62,3
E01028638,Male (including trans man),63,2
E01028638,Male (including trans man),64,3
E01028638,Male (including trans man),65,4
E01028638,Male (including trans man),66,1
E01028638,Male (including trans man),67,1
E01028638,Male (including trans man),68,2
E01028638,Male (including trans man),69,1
E01028638,Male (including trans man),70,1
E01028638,Male (including trans man),71,10
E01028638,Male (including trans man),72,1
E01028638,Male (including trans man),73,1
E01028638,Male (including trans man),74,1
E01028638,Male (including trans man),75,1
E01028638,Male (including trans man),76,1
E01028638,Male (including trans man),77,5
E01028638,Male (including trans man),78,2
E01028638,Male (including trans man),79,1
E01028638,Male (including trans man),80,3
E01028638,Male (including trans man),81,2
E01028638,Male (including trans man),83,1
E01028638,Male (including trans man),84,1
E01028638,Male (including trans man),85,2
E01028638,Male (including trans man),86,2
E01028638,Male (including trans man),87,1
E01028638,Male (including trans man),88,2
E01028638,Male (including trans man),89,2
E01028638,Female (including trans woman),12,2
E01028638,Female (including trans woman),15,1
E01028638,Female (including trans woman),16,1
E01028638,Female (including trans woman),17,1
E01028638,Female (including trans woman),18,2
E01028638,Female (including trans woman),20,2
E01028638,Female (including trans woman),21,1
E01028638,Female (including trans woman),22,2
E01028638,Female (including trans woman),23,1
E01028638,Female (including trans woman),24,2
E01028638,Female (including trans woman),25,1
E01028638,Female (including trans woman),26,1
E01028638,Female (including trans woman),27,3
E01028638,Female (including trans woman),29,2
E01028638,Female (including trans woman),31,1
E01028638,Female (including trans woman),32,1
E01028638,Female (including trans woman),33,1
E01028638,Female (including trans woman),34,1
E01028638,Female (including trans woman),35,1
E01028638,Female (including trans woman),40,1
E01028638,Female (including trans woman),42,1
E01028638,Female (including trans woman),43,1
E01028638,Female (including trans woman),46,1
E01028638,Female (including trans woman),47,1
E01028638,Female (including trans woman),48,1
E01028638,Female (including trans woman),49,1
E01028638,Female (including trans woman),50,2
E01028638,Female (including trans woman),51,1
E01028638,Female (including trans woman),52,4
E01028638,Female (including trans woman),53,1
E01028638,Female (including trans woman),55,3
E01028638,Female (including trans woman),57,2
E01028638,Female (including trans woman),58,2
E01028638,Female (including trans woman),61,1
E01028638,Female (including trans woman),62,1
E01028638,Female (including trans woman),64,1
E01028638,Female (including trans woman),65,2
E01028638,Female (including trans woman),66,6
E01028638,Female (including trans woman),68,2
E01028638,Female (including trans woman),72,3
E01028638,Female (including trans woman),74,2
E01028638,Female (including trans woman),75,2
E01028638,Female (including trans woman),76,3
E01028638,Female (including trans woman),77,2
E01028638,Female (including trans woman),79,1
E01028638,Female (including trans woman),80,1
E01028638,Female (including trans woman),83,1
E01028638,Female (including trans woman),85,1
E01028638,Female (including trans woman),86,2
E01028638,Female (including trans woman),87,1
E01028638,Female (including trans woman),88,2
E01028638,Female (including trans woman),89,1
E01028638,Non-binary,17,1
E01028638,Non-binary,29,1
E01028638,Non-binary,61,1
E01028638,Non-binary,64,1
E01028638,Non-binary,87,1
E01028638,Other (not listed),32,1
E01028638,Not known or not stated,12,1
E01028638,Not known or not stated,58,1
E01028638,Not known or not stated,64,1
E01028638,Not known or not stated,79,1
E01028639,Male (including trans man),12,4
E01028639,Male (including trans man),13,3
E01028639,Male (including trans man),15,2
E01028639,Male (including trans man),16,6
E01028639,Male (including trans man),17,2
E01028639,Male (including trans man),18,1
E01028639,Male (including trans man),19,4
E01028639,Male (including trans man),20,3
E01028639,Male (including trans man),21,2
E01028639,Male (including trans man),22,1
E01028639,Male (including trans man),23,3
E01028639,Male (including trans man),24,1
E01028639,Male (including trans man),25,1
E01028639,Male (including trans man),27,3
E01028639,Male (including trans man),28,3
E01028639,Male (including trans man),29,3
E01028639,Male (including trans man),30,1
E01028639,Male (including trans man),32,1
E01028639,Male (including trans man),33,4
E01028639,Male (including trans man),34,5
E01028639,Male (including trans man),35,1
E01028639,Male (including trans man),36,1
E01028639,Male (including trans man),37,1
E01028639,Male (including trans man),38,3
E01028639,Male (including trans man),41,2
E01028639,Male (including trans man),42,2
E01028639,Male (including trans man),43,3
E01028639,Male (including trans man),44,2
E01028639,Male (including trans man),45,2
E01028639,Male (including trans man),47,2
E01028639,Male (including trans man),48,1
E01028639,Male (including trans man),49,4
E01028639,Male (including trans man),50,2
E01028639,Male (including trans man),51,2
E01028639,Male (including trans man),52,2
E01028639,Male (including trans man),53,2
E01028639,Male (including trans man),54,1
E01028639,Male (including trans man),55,1
E01028639,Male (including trans man),56,2
E01028639,Male (including trans man),57,1
E01028639,Male (including trans man),58,2
E01028639,Male (including trans man),59,1
E01028639,Male (including trans man),60,3
E01028639,Male (including trans man),63,1
E01028639,Male (including trans man),65,2
E01028639,Male (including trans man),66,1
E01028639,Male (including trans man),68,2
E01028639,Male (including trans man),70,1
E01028639,Male (including trans man),71,2
E01028639,Male (including trans man),74,3
E01028639,Male (including trans man),75,4
E01028639,Male (including trans man),76,3
E01028639,Male (including trans man),77,5
E01028639,Male (including trans man),78,1
E01028639,Male (including trans man),79,1
E01028639,Male (including trans man),81,2
E01028639,Male (including trans man),82,1
E01028639,Male (including trans man),83,5
E01028639,Male (including trans man),84,2
E01028639,Male (including trans man),85,1
E01028639,Male (including trans man),86,1
E01028639,Male (including trans man),87,3
E01028639,Male (including trans man),88,2
E01028639,Male (including trans man),89,3
E01028639,Female (including trans woman),12,1
E01028639,Female (including trans woman),13,2
E01028639,Female (including trans woman),14,1
E01028639,Female (including trans woman),16,2
E01028639,Female (including trans woman),18,1
E01028639,Female (including trans woman),19,1
E01028639,Female (including trans woman),20,2
E01028639,Female (including trans woman),21,2
E01028639,Female (including trans woman),23,1
E01028639,Female (including trans woman),24,1
E01028639,Female (including trans woman),27,1
E01028639,Female (including trans woman),32,3
E01028639,Female (including trans woman),33,1
E01028639,Female (including trans woman),34,2
E01028639,Female (including trans woman),36,2
E01028639,Female (including trans woman),38,1
E01028639,Female (including trans woman),39,1
E01028639,Female (including trans woman),40,1
E01028639,Female (including trans woman),42,1
E01028639,Female (including trans woman),43,2
E01028639,Female (including trans woman),44,2
E01028639,Female (including trans woman),45,1
E01028639,Female (including trans woman),47,3
E01028639,Female (including trans woman),51,1
E01028639,Female (including trans woman),52,5
E01028639,Female (including trans woman),53,1
E01028639,Female (including trans woman),55,2
E01028639,Female (including trans woman),56,1
E01028639,Female (including trans woman),57,1
E01028639,Female (including trans woman),58,2
E01028639,Female (including trans woman),60,1
E01028639,Female (including trans woman),62,2
E01028639,Female (including trans woman),66,1
E01028639,Female (including trans woman),68,2
E01028639,Female (including trans woman),69,1
E01028639,Female (including trans woman),70,1
E01028639,Female (including trans woman),71,1
E01028639,Female (including trans woman),73,3
E01028639,Female (including trans woman),75,1
E01028639,Female (including trans woman),76,1
E01028639,Female (including trans woman),77,1
E01028639,Female (including trans woman),78,1
E01028639,Female (including trans woman),79,1
E01028639,Female (including trans woman),80,4
E01028639,Female (including trans woman),82,2
E01028639,Female (including trans woman),84,1
E01028639,Female (including trans woman),85,1
E01028639,Female (including trans woman),88,2
E01028639,Female (including trans woman),89,2
E01028639,Non-binary,36,1
E01028639,Non-binary,38,1
E01028639,Non-binary,44,1
E01028639,Non-binary,55,1
E01028639,Non-binary,81,1
E01028639,Non-binary,83,1
E01028639,Other (not listed),18,1
E01028639,Other (not listed),36,1
E01028640,Male (including trans man),12,3
E01028640,Male (including trans man),13,2
E01028640,Male (including trans man),14,2
E01028640,Male (including trans man),15,3
E01028640,Male (including trans man),16,1
E01028640,Male (including trans man),18,2
E01028640,Male (including trans man),19,1
E01028640,Male (including trans man),21,3
E01028640,Male (including trans man),22,5
E01028640,Male (including trans man),23,3
E01028640,Male (including trans man),25,1
E01028640,Male (including trans man),26,2
E01028640,Male (including trans man),27,3
E01028640,Male (including trans man),28,2
E01028640,Male (including trans man),29,1
E01028640,Male (including trans man),30,1
E01028640,Male (including trans man),31,3
E01028640,Male (including trans man),32,4
E01028640,Male (including trans man),33,1
E01028640,Male (including trans man),34,2
E01028640,Male (including trans man),35,2
E01028640,Male (including trans man),36,2
E01028640,Male (including trans man),37,2
E01028640,Male (including trans man),38,2
E01028640,Male (including trans man),39,3
E01028640,Male (including trans man),40,2
E01028640,Male (including trans man),41,2
E01028640,Male (including trans man),42,1
E01028640,Male (including trans man),43,4
E01028640,Male (including trans man),44,2
E01028640,Male (including trans man),45,4
E01028640,Male (including trans man),46,2
E01028640,Male (including trans man),48,1
E01028640,Male (including trans man),49,3
E01028640,Male (including trans man),50,5
E01028640,Male (including trans man),51,6
E01028640,Male (including trans man),52,3
E01028640,Male (including trans man),53,1
E01028640,Male (including trans man),55,3
E01028640,Male (including trans man),57,2
E01028640,Male (including trans man),58,2
E01028640,Male (including trans man),60,2
E01028640,Male (including trans man),62,1
E01028640,Male (including trans man),63,1
E01028640,Male (including trans man),65,4
E01028640,Male (including trans man),66,1
E01028640,Male (including trans man),67,3
E01028640,Male (including trans man),68,1
