YEAR_MONTH,COMMISSIONER_CODE,COMMISSIONER_NAME,CONTRACT_NUMBER,PROVIDER_NAME,LATEST_PPC_ADDRESS_POSTCODE,LSOA11_CODE,UDA_PERF_TARGET,UDA_FIN_VAL,UDA_DELIVERED,LATE_SUBMITTED_FP17,UDA_DELIVERED_FD,BAND_1_DELIVERED,"BAND_2A_DELIVERED ",BAND_2B_DELIVERED,BAND_2C_DELIVERED,BAND_3_DELIVERED,BAND_URGENT_DELIVERED,BAND_OTHER_DELIVERED,CHILD_12M_COUNT,ADULT_24M_COUNT,GENERAL_DENTAL_FIN_VALUE
202312,QMJ,North Central London ICB,1609460001,Drs Landau & Lauffer,N1 8PT,E01002800,13100,423419.79,757.8,0,0,143,83,18,1,20,24,0,727,1432,423419.79
202312,QWO,West Yorkshire ICB,1609620001,Chris Anderson Dental Surgeon Limited,HD6 3NF,E01010945,5910,213149.19,366,0,83.4,124,36,3,2,6,25,3,567,2522,213149.19
202312,QKK,South East London ICB,1609890001,ELTHAM PARK DENTAL PRACTICE LIMITED,SE9 1JB,E01001609,5092,147983.9,196.8,0,0,96,19,4,1,1,4,0,866,413,147983.9
202312,QOP,Greater Manchester ICB,1610040001,Pearl Smile (Manchester) Ltd,M20 6AX,E01005306,20052,669882.8,1361.6,4,0,285,108,53,2,34,58,0,1571,4160,669882.8
202312,QWE,South West London ICB,1610200001,Kingston Hill Dental Practice,KT2 7PW,E01002935,1500,42983.84,86.2,0,0,47,7,1,0,1,1,0,333,132,42983.84
202312,QYG,Cheshire and Merseyside ICB,1610390001,Latham Court Smile Centre Limited,L7 0LS,E01006692,15736,233518.87,276.6,0,0,88,25,22,0,0,3,0,749,791,233518.87
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1610470001,Mr M Koria & Mrs S Moncur,LE9 7ND,E01025843,2950,83138.96,157.8,0,0,87,10,0,0,3,4,0,793,112,83138.96
202312,QWO,West Yorkshire ICB,1610710001,Nichols and Fisher Dental Care,LS25 1AR,E01011399,11228,470064.37,810.2,0,0,177,98,35,0,11,26,1,699,3107,470064.37
202312,QNX,Sussex ICB,1610980001,Mr A Fridmann and Mr  A Pangotra,BN27 1DQ,E01021177,18150,655098.58,1411.8,0,0,327,159,27,0,34,54,0,1032,3421,655098.58
202312,QUY,"Bristol, North Somerset and South Gloucestershire ICB",1611360001,Straight & Bright Dental LTD,BS6 7PT,E01014619,388,13106.02,71,0,0,10,7,8,0,0,0,0,363,147,13106.02
202312,QYG,Cheshire and Merseyside ICB,1611520001,Martins Lane Dental Practice,CH44 1BA,E01007219,40962,1635303.85,2638.6,0,0,348,241,95,2,68,177,28,2874,9613,1535853.85
202312,QYG,Cheshire and Merseyside ICB,1611950001,Toft Road Dental Surgery,WA16 9EB,E01018603,7372,215095.65,398.2,0,0,186,43,2,0,4,21,0,1009,1729,215095.65
202312,QYG,Cheshire and Merseyside ICB,1613140001,Chantastic Limited,L4 4AF,E01006703,30685,957500.14,1526.4,0,0,203,153,56,0,41,47,3,1114,4478,957500.14
202312,QNX,Sussex ICB,1613220001,Ilias Triantafyllou,BN1 4EP,E01016964,25769,894684.93,2365,0,0,377,145,105,12,62,155,5,1098,5910,894684.93
202312,QMF,North East London ICB,1614620001,NEWHAM FAMILY DENTAL CARE LTD,EC1M 7AA,E01000003,6000,221467.72,305.6,0,0,62,23,15,0,7,13,0,345,1334,221467.72
202312,QE1,Lancashire and South Cumbria ICB,1614700001,Cottage Dental Ormskirk LLP,L39 2AW,E01025490,5004,178357.26,158.2,0,0,104,10,1,0,1,6,0,702,313,178357.26
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1614890001,Olive Tree Dental Practice Limited,LE2 4LD,E01025978,11510,292001.42,437.6,0,0,158,39,3,0,10,23,0,762,2292,292001.42
202312,QYG,Cheshire and Merseyside ICB,1615000001,FB Dental,L9 2BW,E01006785,13652,425997.68,926.2,0,0,224,86,34,2,17,36,2,820,3868,425997.68
202312,QYG,Cheshire and Merseyside ICB,1615350001,Orchard Dental Practice,CH46 8TR,E01007208,10700,378000.19,748.6,0,0,158,73,22,0,14,78,0,843,2804,378000.19
202312,QOQ,Humber and North Yorkshire ICB,1615860001,B & R Dental Care,DN14 5BU,E01013000,16800,608622.8,1261.4,0,0,258,106,56,1,28,37,7,1448,4394,608622.8
202312,QOQ,Humber and North Yorkshire ICB,1615860002,B & R Dental Care,DN14 7DF,E01013016,16800,607413.36,1448.8,0,0,389,171,58,1,13,74,5,1317,5071,607413.36
202312,QGH,Herefordshire and Worcestershire ICB,1617480001,The Cottage Dental Surgery,WR15 8BA,E01032214,10195,265307.43,,,,,,,,,,,354,2237,265307.43
202312,QF7,South Yorkshire ICB,1617720001,J G Lafferty & N C Dalton,S13 9NE,E01007911,8857,288100.54,568.8,0,0,242,55,15,1,4,24,4,434,1931,288100.54
202312,QNC,Staffordshire and Stoke-on-Trent ICB,1617990001,Whitecross Dental Care Limited,ST5 2AX,E01029604,19000,526080.12,1077,0,0,498,90,34,0,7,45,1,1489,4391,526080.12
202312,QJ2,Derby and Derbyshire ICB,1618020001,Clowne Dental Surgery,S43 4PH,E01019491,9439,357408.42,567.2,0,0,91,49,8,0,23,11,0,967,966,357408.42
202312,QOQ,Humber and North Yorkshire ICB,1618290001,Exchange Street Practice Ltd,YO25 6BQ,E01012977,19336,802799.02,1351.6,0,167,336,126,29,2,35,48,1,1416,6163,802799.02
202312,QRL,Hampshire and Isle Of Wight ICB,1618880001,The Dental Surgery Partnership,PO38 1SW,E01017363,13137,353681.06,132,0,0,5,7,2,0,8,0,0,193,1287,353681.06
202312,QWO,West Yorkshire ICB,1619420001,Greenhead Dental Practice Limited,HD1 4EN,E01011232,18600,578781.09,1313.6,0,0,417,170,22,2,17,48,1,1734,3865,578781.09
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1620780001,Dr Hindocha Ltd.,LE2 6TD,E01013678,15789,508653.68,1061.8,0,0,194,129,37,2,16,64,2,1758,2685,508653.68
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1620780002,Dr Hindocha Ltd.,LE3 9PW,E01013723,23226,733812.44,1381,1,0,333,127,48,2,28,65,0,2311,4477,733812.44
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1620780003,Dr Hindocha Ltd.,LE5 4EL,E01013671,17811,574746.66,1223.8,0,0,165,184,65,0,9,59,4,2153,2900,574746.66
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1620780004,Dr Hindocha Ltd.,LE5 1DR,E01013694,11036,329233.92,765.4,0,0,96,105,34,1,11,37,1,1496,2074,329233.92
202312,QNC,Staffordshire and Stoke-on-Trent ICB,1620940001,The Dental Surgery,WV6 7QL,E01029664,10964,277701.07,265.8,0,0,86,26,9,0,4,4,4,306,1977,277701.07
202312,QM7,Hertfordshire and West Essex ICB,1621670001,A Gatrad Dental Surgey,AL2 1QF,E01023706,28325,869491.98,2043.8,0,0,505,141,105,0,36,109,6,2180,7038,869491.98
202312,QOX,"Bath and North East Somerset, Swindon And Wiltshire ICB",1622640001,Sarum Dental Centre,SP1 3TE,E01032014,1699,55652.47,151.8,0,134.4,76,16,1,0,1,9,0,683,598,55652.47
202312,QNQ,Frimley ICB,1623100001,WILDRIDINGS LTD,RG12 7SJ,E01016248,17822,581575.8,843.2,0,0,289,66,30,1,13,36,0,1329,2507,581575.8
202312,QYG,Cheshire and Merseyside ICB,1623960001,PHOENIX DENTAL PRACTICE LIMITED,SK12 1QY,E01018655,25819,835039.27,1333.6,0,0,475,110,17,3,26,88,6,1645,5584,835039.27
202312,QOP,Greater Manchester ICB,1624260001,Alemdent Limited,WN2 3AT,E01006272,30215,1196633.14,1691,0,0,293,145,60,10,41,70,3,1426,5699,1196633.14
202312,QNX,Sussex ICB,1624340001,"S Cowley, J Angelo, F Rupani",TN21 8JD,E01021191,13000,439540.59,635.4,0,0,43,39,25,0,28,12,0,266,1341,439540.59
202312,QUY,"Bristol, North Somerset and South Gloucestershire ICB",1624930001,Honeycomb Dental Clinic,BS25 1HD,E01014741,8978,233434.54,518,0,0,267,30,4,2,7,35,1,963,2315,233434.54
202312,QHM,North East and North Cumbria ICB,1625070001,Tyneview Dental Practice,NE15 6TB,E01033547,17534,528449.61,821,0,175.6,81,30,40,0,33,45,0,863,2407,528449.61
202312,QNX,Sussex ICB,1625310001,The Dental Surgery Partnership,TN40 1JG,E01021122,21012,660149.34,,,,,,,,,,,40,857,660149.34
202312,QMF,North East London ICB,1625740001,10 Hall Lane Dental Practice Ltd,RM14 1AE,E01002257,21964,863335.62,1679,0,0,391,114,37,5,47,125,1,1182,7081,863335.62
202312,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1626120001,Facial Aesthetics Dental Centre Ltd,HP27 0AT,E01017929,15974,528898.09,972.4,0,79.2,399,65,22,2,15,62,1,1578,4357,528898.09
202312,QNX,Sussex ICB,1626390001,MR M SEIFOURI,BN15 9PS,E01031355,1434,40004.11,121.6,0,0,88,6,0,0,1,3,0,510,169,40004.11
202312,QNC,Staffordshire and Stoke-on-Trent ICB,1626710001,SDS Dental Ltd,ST6 1NT,E01014246,31552,1110177.88,3311.4,0,0,724,237,100,0,98,167,0,2765,6285,1110177.88
202312,QMM,Norfolk and Waveney ICB,1628330001,The Together Dental  Partnership c/o Vaid and Radia,NR30 2JN,E01026623,31173,1155210.71,967.6,0,0,180,84,39,1,21,68,0,835,3999,1155210.71
202312,QMM,Norfolk and Waveney ICB,1628330002,The Together Dental  Partnership c/o Vaid and Radia,NR7 8AL,E01026553,8000,193439.2,496.6,0,0,253,34,6,0,7,23,0,697,2016,193439.2
202312,QMM,Norfolk and Waveney ICB,1628330003,The Together Dental  Partnership c/o Vaid and Radia,NR7 8AL,E01026553,7185,231626.07,589.6,0,0,176,69,13,0,7,48,0,624,1995,231626.07
202312,QMM,Norfolk and Waveney ICB,1628330004,The Together Dental  Partnership c/o Vaid and Radia,NR30 2JN,E01026623,14285,450542.36,4.6,0,0,1,0,0,0,0,3,0,106,312,450542.36
202312,QMM,Norfolk and Waveney ICB,1628330005,The Together Dental  Partnership c/o Vaid and Radia,NR29 3RW,E01026629,7509,364664.87,565.2,0,0,143,49,10,2,15,26,0,357,1653,364664.87
202312,QUA,Black Country ICB,1628840001,Redhill Dental Practice,DY8 1ND,E01009858,4286,128595.93,221.4,0,0,50,27,8,0,4,2,0,403,953,128595.93
202312,QWO,West Yorkshire ICB,1628920001,Royd House Dental Practice Limited,HD3 3NF,E01011210,12786,360948.21,1061,0,44.4,387,118,18,1,15,35,1,896,3047,360948.21
202312,QT1,Nottingham and Nottinghamshire ICB,1629060001,Seven Dental & 2 Colwick Road,NG7 5DR,E01013811,95476,3457768.62,6861,10,74,925,636,314,16,155,410,6,6039,19648,3457768.62
202312,QT1,Nottingham and Nottinghamshire ICB,1629060002,Seven Dental & 2 Colwick Road,NG2 4BU,E01013919,8140,293504.53,571.2,0,0,72,43,35,2,13,21,0,318,1007,293504.53
202312,QOP,Greater Manchester ICB,1629300001,Silverdale Dental Practice,SK16 4LG,E01006010,21652,921482.06,1681,0,107.4,468,118,75,3,32,65,1,1681,5207,921482.06
202312,QF7,South Yorkshire ICB,1629490001,Yorkshire and Humberside CDA Ltd t/a Genesis Dentalcare,S70 3PW,E01007322,24551,933647.5,1254,1,82.8,343,115,57,1,17,55,1,1759,5388,933647.5
202312,QF7,South Yorkshire ICB,1629490002,Lowedges Dental Care Limited,S8 7LD,E01008083,11332,415735.63,714.6,0,0,129,80,18,0,19,23,0,1022,1620,415735.63
202312,QF7,South Yorkshire ICB,1629490003,Lowedges Dental Care Limited,S8 7LD,E01008083,1330,84501.48,9.4,0,0,4,1,0,0,0,2,0,,355,84501.48
202312,QWO,West Yorkshire ICB,1629650001,Clarendon Dental Spa (Leeds) Ltd,LS3 1AD,E01011678,13200,420474.58,423.8,4,0,214,40,7,0,3,30,0,752,1302,420474.58
202312,QOQ,Humber and North Yorkshire ICB,1632520001,Alpha Dental Great Ayton,TS9 6BW,E01027597,12600,442857.78,588.2,0,97.6,167,59,17,1,9,36,1,791,3329,442857.78
202312,QUA,Black Country ICB,1632870001,Aesthetics Dental and Implant Surgery,WV10 6AN,E01010434,6459,167365.49,265,0,0,40,25,7,0,7,25,1,505,1800,167365.49
202312,QRL,Hampshire and Isle Of Wight ICB,1632950001,Milad Shadrooh,RG21 7PU,E01032847,2000,62636.45,64.6,0,0,36,5,2,0,0,3,0,427,2373,62636.45
202312,QSL,Somerset ICB,1633410001,The Ile Dental Centre Ltd,TA19 0AJ,E01029193,4000,109058.47,78.8,0,0,52,4,2,0,0,4,0,939,3658,109058.47
202312,QSL,Somerset ICB,1633410002,The Ile Dental Centre Ltd,TA18 7BN,E01029184,18675,576751.7,392.6,1,0,158,32,3,0,5,53,0,929,3833,576751.7
202312,QSL,Somerset ICB,1633410003,The Ile Dental Centre Ltd,BA9 9JF,E01029229,14000,432523.62,453.4,0,0,76,18,4,1,24,7,0,700,2782,432523.62
202312,QXU,Surrey Heartlands ICB,1634300001,Ashley Dental Ltd,KT12 1JB,E01030360,3896,117733.9,327.8,0,0,137,24,13,1,3,9,0,1267,390,117733.9
202312,QRL,Hampshire and Isle Of Wight ICB,1634570029,Solent Dental Services,SO14 0YG,E01017200,29478,6479790.65,1694.6,1,27.2,570,122,48,1,32,83,30,2431,6317,6479789.49
202312,QRL,Hampshire and Isle Of Wight ICB,1634570030,Solent Dental Services,SO16 9QX,E01023143,18978,4171702.73,271.2,0,23.2,95,21,8,0,5,6,1,931,957,4171702.73
202312,QPM,Northamptonshire ICB,1634730001,Kettering Central Dental Practice,NN16 8JB,E01027110,23018,980244.64,972.8,0,0,212,77,72,0,9,39,4,1210,3540,980244.64
202312,QUE,Cambridgeshire and Peterborough ICB,1635700001,Chequer Hall Dental Practice,CB7 4LN,E01018025,40000,1459288.67,427,0,0,141,42,9,0,9,5,1,786,6785,1459288.67
202312,QOP,Greater Manchester ICB,1636000002,Chhadat & Katchi Partnership Precision,SK3 8PN,E01005763,3500,148543.89,157.6,0,0,24,15,6,1,4,3,1,241,610,148543.89
202312,QJ2,Derby and Derbyshire ICB,1636270001,High Street Dental Limited,SK17 6EU,E01019715,2280,59988.71,123.8,0,0,61,12,2,0,1,4,0,544,76,59988.71
202312,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1636780001,Oaktree Dental Practice,RG7 3SY,E01016307,2944,74566.94,199.8,0,0,119,17,5,0,0,4,0,1068,176,74566.94
202312,QRL,Hampshire and Isle Of Wight ICB,1636940001,Stoke Road Dental Partnership,PO12 1PA,E01022810,577,18356.19,42.2,0,0,32,3,0,0,0,1,0,315,20,18356.19
202312,QUA,Black Country ICB,1638130001,MR M GIBBONS,WV11 3RF,E01010564,2925,92288.44,98,0,0,19,5,3,1,3,5,0,304,578,92288.44
202312,QOP,Greater Manchester ICB,1638210001,Synergy Dental Clinic Bury Ltd,BL9 0EG,E01005027,8267,250099.95,477.4,0,0,81,51,13,2,11,27,0,755,2537,250099.95
202312,QF7,South Yorkshire ICB,1638480001,Southfield Dental Practice Partnership,DN8 5NX,E01007642,13801,477719.01,792.4,0,0,298,77,17,0,11,37,8,1049,3818,477719.01
202312,QOQ,Humber and North Yorkshire ICB,1638800001,Lawrence Street Dental Practice Ltd,YO10 3EF,E01013400,44087,1715193.49,2122.4,0,0,690,183,51,5,40,92,4,2477,9206,1715193.49
202312,QT6,Cornwall and the Isles Of Scilly ICB,1639100001,White Rose Dental Practice Limited,TR14 8JZ,E01018878,1500,38740.69,51,0,0,23,6,2,0,0,0,0,248,256,38740.69
202312,QWE,South West London ICB,1639450001,Wandsworth Town Dental Practice Limited,SW18 4EE,E01004494,18500,639120.87,1693.6,1,0,287,111,76,1,53,43,0,1520,4834,639120.87
202312,QOQ,Humber and North Yorkshire ICB,1639610001,Pierce & Geddes Limited,HU9 3LP,E01012827,65063,2426860.29,2363.6,0,0,790,220,37,4,50,83,1,2610,10024,2426860.29
202312,QOP,Greater Manchester ICB,1640540001,Hope Dental Practice Limited,M6 8QQ,E01005629,17021,728473.15,688.4,0,0,163,66,8,2,16,67,1,813,3449,728473.15
202312,QGH,Herefordshire and Worcestershire ICB,1640620001,Integrated Dental Holdings Limited (IDH 476 Limited),B98 8DJ,E01032224,38500,1013410.65,1399,0,0,410,150,22,2,24,105,1,1872,5915,1013410.65
202312,QOQ,Humber and North Yorkshire ICB,1641190001,Whitecross Dental Care Ltd t/a Filey Dental Care Centre,YO14 9AH,E01027827,20700,671013.69,554.2,0,0,181,42,7,1,10,71,0,867,4204,671013.69
202312,QJ2,Derby and Derbyshire ICB,1641270001,Park Road Dental Practice,DE21 6HD,E01013507,20056,523578.85,1049.8,0,0,290,97,36,0,20,39,2,1560,5692,447223.5
202312,QE1,Lancashire and South Cumbria ICB,1641430001,Warner Dental Practice,BB5 1HN,E01025036,12000,384598.88,315.2,0,168.4,86,29,10,0,6,16,1,428,1983,384598.88
202312,QWE,South West London ICB,1641510001,The Crystal Palace Dental Centre,SE19 1SB,E01001164,16490,558700.92,502.4,0,0,154,41,18,1,8,26,2,906,2878,558700.92
202312,QRV,North West London ICB,1641780001,Perfect Smile SDS,W3 6NP,E01001202,21240,816586.06,1451.8,0,0,119,112,52,0,55,54,1,1145,3826,816586.06
202312,QRV,North West London ICB,1642240001,Amit Manoj Salian and Ali Obaydi,NW10 1AJ,E01000510,9191,299179.79,615.6,1,0,85,48,25,1,17,43,0,1248,1502,299179.79
202312,QWO,West Yorkshire ICB,1642400001,Acorn Dental Centre,LS29 9PA,E01010695,5926,199722.88,415,0,0,305,20,4,0,2,5,1,1134,983,199722.88
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1642750001,Hanji and Chaudhary MH,LE16 9HF,E01025807,36421,968872.36,2321.6,0,0,831,183,56,0,43,118,4,3290,9913,968872.36
202312,QJK,Devon ICB,1644100001,QDP (DEVON) LTD,EX39 2HW,E01020280,19000,678093,968,0,0,289,127,14,2,14,35,4,1063,3992,678093
202312,QMF,North East London ICB,1644610001,Mohsin Ali,IG8 9PF,E01004383,15101,394763.74,1142.2,0,96.6,400,64,19,4,27,86,0,1848,5492,394763.74
202312,QRL,Hampshire and Isle Of Wight ICB,1645340001,The Triangle Surgery Ltd,SO18 1FZ,E01017177,17591,668031.41,1234,0,0,279,191,17,1,19,40,3,755,3887,668031.41
202312,QXU,Surrey Heartlands ICB,1645500001,Mr R Pant & Mrs R Pant,GU7 1DY,E01030916,13273,496387.97,936,0,0,230,149,18,1,11,25,0,775,2431,496387.97
202312,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1645850001,Priory Dental Practice,MK40 2QD,E01017471,8250,242825.03,363.4,0,0,136,37,6,0,3,42,0,365,2610,242825.03
202312,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1645930001,Dental Suite Ltd,MK14 6BL,E01016804,37656,1106703.08,2099.4,11,0,765,179,48,1,35,123,0,2870,7905,1106703.08
202312,QOQ,Humber and North Yorkshire ICB,1646230001,Clock House Dental Practice,YO31 1AN,E01013379,38182,1334296.23,1713.8,0,58.2,521,136,52,8,30,89,7,2711,7737,1334296.23
202312,QWO,West Yorkshire ICB,1646310001,Armley Dental Practice,LS12 1XB,E01011292,12000,530227.34,1008.4,1,0,133,102,16,1,38,32,0,963,2111,530227.34
202312,QOQ,Humber and North Yorkshire ICB,1646900001,IDH 477 Limited,DN16 1NR,E01013314,11845,449774.68,439.2,0,0,157,54,7,0,5,21,0,1035,2558,449774.68
202312,QNQ,Frimley ICB,1647040001,White Smiles Ltd,RG45 6LT,E01016207,11033,382695.45,857.2,1,0,358,46,23,0,19,16,0,1049,2849,382695.45
202312,QT6,Cornwall and the Isles Of Scilly ICB,1647200001,Thomson Dental Ltd,EX23 8BU,E01018936,1150,39176.26,53,0,0,39,3,1,0,0,0,0,348,69,39176.26
202312,QKS,Kent And Medway ICB,1647630001,"S Cowley, J Angelo, F Rupani",TN24 8JY,E01024021,34341,977317.38,2301.2,0,0,563,204,83,5,41,151,3,2105,7737,977317.38
202312,QKS,Kent And Medway ICB,1647630002,"S Cowley, J Angelo, F Rupani",DA12 1DP,E01024257,19780,591574.77,592.4,0,0,123,44,26,1,14,27,0,1038,3262,591574.77
202312,QKK,South East London ICB,1648280001,2 Green Smile Ltd,DA1 4JL,E01000377,9350,296772.78,655.2,0,0,247,45,10,0,15,36,0,1638,3561,296772.78
202312,QWE,South West London ICB,1648360001,Isaac Oluwole,SM3 8AN,E01004112,1605,41267.4,64.8,0,0,35,5,2,0,0,4,0,235,446,41267.4
202312,QKK,South East London ICB,1648440001,Creekside Dental Practice,SE8 3PR,E01003253,20574,684521.95,750,0,0,169,41,18,2,18,115,0,952,4036,684521.95
202312,QJK,Devon ICB,1648950001,Ivybridge Dental Centre Ltd,PL21 9AE,E01020161,11377,413289.12,796.4,0,0,203,97,17,2,12,47,1,1006,4283,413289.12
202312,QKS,Kent And Medway ICB,1650180001,Hillton Dentistry,ME12 2RN,E01024585,840,22837.1,14,0,0,6,1,1,0,0,0,0,254,38,22837.1
202312,QKS,Kent And Medway ICB,1650180002,Hillton Dentistry,ME13 8PH,E01024553,9750,265067.88,536.4,0,0,79,78,13,0,12,12,0,371,2145,265067.88
202312,QKS,Kent And Medway ICB,1650180003,Hillton Dentistry,ME10 4AW,E01024608,2427,70584.77,238.2,0,0,70,20,2,1,7,6,0,444,857,70584.77
202312,QMJ,North Central London ICB,1650690001,The Fenton Dental Surgery,N8 0RP,E01001999,4369,152795.14,316.4,0,0,37,13,9,1,15,7,0,256,443,152795.14
202312,QE1,Lancashire and South Cumbria ICB,1651580001,Whitecross Dental Care Limited,LA7 7PS,E01019382,21001,668412.77,,,,,,,,,,,202,1914,668412.77
202312,QGH,Herefordshire and Worcestershire ICB,1651820001,Dentist at Redhouse Ltd,B97 4BG,E01032224,21849,857024.27,1684.4,0,167,390,115,53,8,47,52,2,2359,6640,857024.27
202312,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1652200001,Beech Hill Dental Practice Limited,LU4 8BP,E01015726,11000,333434.59,582,1,0,131,34,13,1,20,40,1,310,2595,333434.59
202312,QYG,Cheshire and Merseyside ICB,1652390001,Ventre & Ventre Limited,L20 3EF,E01007009,24721,953071.86,1310.4,0,0,188,168,24,1,27,137,3,1419,4779,953071.86
202312,QOP,Greater Manchester ICB,1652550001,Pritchards Dental Practice Ltd,OL1 1BE,E01005434,6428,222857.37,395.2,0,68.2,136,38,6,0,6,36,0,1257,1482,222857.37
202312,QOP,Greater Manchester ICB,1652630001,Chariwala Smile Ltd,BL1 2JT,E01033217,35327,1182354.7,2550.4,1,0,603,260,75,2,42,217,4,2891,9012,1182354.7
202312,QJK,Devon ICB,1652980001,Plymouth Community Dental Services Limited,PL4 8NQ,E01015053,29174,3630448.14,860.2,0,0,50,108,31,0,6,206,3,1231,5569,3505300.04
202312,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1653280001,Scandic Dental Care,HP13 5DL,E01017837,15611,520147.39,1103.2,0,0,132,102,63,1,24,26,2,685,2792,520147.39
202312,QMF,North East London ICB,1653360001,Inspire Dental Walthamsow,E17 6PU,E01004396,17460,587556.97,1647.2,0,0,179,165,132,0,24,21,0,1311,3331,587556.97
202312,QWO,West Yorkshire ICB,1653600001,Meltham Dental Care Ltd,HD9 5NX,E01011178,28778,1013451.8,2073.2,0,0,654,272,20,0,30,116,5,1719,6301,1013451.8
202312,QRV,North West London ICB,1654090001,Dr. Satinder Dhami & Dr. Sonia Dhami,W13 9RL,E01001384,7042,224110.44,443.6,0,0,95,21,14,2,16,8,0,438,1354,224110.44
202312,QKS,Kent And Medway ICB,1654170001,Lavender Dental Care Ltd,ME5 0PU,E01016171,9627,296918.87,717.2,0,174.2,258,56,28,0,9,36,0,1466,2216,296918.87
202312,QOP,Greater Manchester ICB,1654330001,S Mehra & C Brady Partnership,SK5 8BS,E01005753,6500,216082.03,319.2,0,0,92,32,14,0,4,11,0,769,930,216082.03
202312,QMF,North East London ICB,1654760001,Rohini Mukerji,E14 3UU,E01004214,7716,274724.69,421.4,0,0,109,37,18,1,6,27,0,1090,1029,274724.69
202312,QMF,North East London ICB,1654840001,Romford Smile Dental Practice Limited,RM1 1DT,E01002243,12234,404903.93,671,1,0,161,46,37,0,14,24,2,1377,1910,404903.93
202312,QSL,Somerset ICB,1655730001,Dentaz Limited,TA24 5DY,E01029329,9500,287026.76,865.2,0,0,131,51,17,3,38,16,0,461,2652,287026.76
202312,QNC,Staffordshire and Stoke-on-Trent ICB,1655810001,"Balbir Bhandal, Amrik Bhandal & Baljit Bhandal",ST3 7LH,E01029705,22250,706589.51,885,0,0,224,88,17,0,18,80,0,1075,4656,706589.51
202312,QRV,North West London ICB,1657350001,"Bhutta, Padayachee & Associates",HA3 0EY,E01000536,7365,237948.12,621.4,1,211.4,152,65,28,0,9,22,0,656,1707,237948.12
202312,QJG,Suffolk and North East Essex ICB,1657510001,Straight Road Dental Practice,CO3 9DJ,E01021691,10000,318663.08,646.8,0,0,223,70,7,0,13,19,0,1023,2757,318663.08
202312,QXU,Surrey Heartlands ICB,1657860001,Mr A Mykoniatis and Mr S Kolonidis,RH6 7DQ,E01030579,12500,354440.32,515.8,0,0,278,23,10,0,6,39,0,925,2215,354440.32
202312,QNC,Staffordshire and Stoke-on-Trent ICB,1658320001,Dam Street Dental Practice,WS13 6AE,E01029526,12810,399150.96,983.6,0,92,336,112,21,2,11,48,3,850,3436,399150.96
202312,QOP,Greater Manchester ICB,1659050001,New Moston Dental Centre,M40 3HY,E01005251,19934,711600.47,1187.2,0,0,188,146,34,0,28,46,0,911,3232,711600.47
202312,QYG,Cheshire and Merseyside ICB,1659560001,Dr Qaisar Jaffri,CH1 1HB,E01018326,18318,546736.4,1310,0,0,365,102,24,3,28,135,0,901,4875,476936.4
202312,QXU,Surrey Heartlands ICB,1660300001,Cranleigh Practice Ltd,GU6 8RL,E01030875,18581,596514.51,1316.2,0,0,482,100,39,2,23,41,0,1513,5504,596514.51
202312,QOP,Greater Manchester ICB,1660490001,MISS R DHARIWAL,M27 4EJ,E01005670,8633,281749.33,184.6,0,0,7,26,6,0,4,18,0,380,1217,281749.33
202312,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1660650001,The Elms Dental Practice,RG30 6AD,E01016397,840,23934.83,62.2,0,0,28,6,3,0,0,1,0,247,44,23934.83
202312,QOP,Greater Manchester ICB,1660810001,Brooks Bar Dental Practice,M16 7WW,E01006109,14264,561024.65,809.6,1,0,103,72,12,1,33,24,0,655,1959,561024.65
202312,QOQ,Humber and North Yorkshire ICB,1661030001,The Dental Design Studio,DN16 2AA,E01013316,10458,444971.63,265.2,0,0,81,31,7,1,3,11,0,2300,2653,444971.63
202312,QJ2,Derby and Derbyshire ICB,1661110001,Hathersage Dental Surgery,S32 1DP,E01019614,5158,182272.07,416,0,0,151,34,6,1,9,15,0,583,2200,182272.07
202312,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1661620001,Cressex Practice Limited,HP12 4UD,E01017845,10745,395034.54,791.8,0,0,269,89,15,2,11,29,0,891,2670,395034.54
202312,QGH,Herefordshire and Worcestershire ICB,1661700001,Rubery Dental Surgery Limited,B45 9JR,E01032172,7372,213417.87,296,0,137.4,56,20,6,0,12,5,0,862,931,213417.87
202312,QK1,"Leicester, Leicestershire and Rutland ICB",1661890001,Mr R Kidy & Ms P Sarna,LE2 1ND,E01013763,7050,195187.99,366.2,0,0,217,31,1,1,2,16,1,859,1334,195187.99
202312,QMJ,North Central London ICB,1662510001,Bowes Road Dental Practice,N11 1AF,E01001534,6571,210117.47,363,0,0,75,40,8,0,8,15,3,436,1389,210117.47
